filename,width,height,class,xmin,ymin,xmax,ymax
youtube-5_jpg.rf.AfnPWYFA58hUE4VjcXGl.jpg,1920,1080,Rock,1265,0,1691,404
zoom_tests_RockPaperScissors-mohamed_mp4-225_jpg.rf.tpOvAl7xrexaChUGvdPO.jpg,1280,720,Scissors,663,45,1280,639





zoom_tests_RockPaperScissors-mohamed_mp4-228_jpg.rf.KEx73T4mWgnR54DH6Q9s.jpg,1280,720,Scissors,775,130,1219,640
egohands-public-1623358712656_png_jpg.rf.FwDJqTFWg8cgGOcyQuqw.jpg,416,416,Scissors,160,203,357,400

youtube-15_jpg.rf.Ay68B9jHkiKQ6OkpKW6R.jpg,1920,1080,Scissors,927,353,1726,817
youtube-15_jpg.rf.Ay68B9jHkiKQ6OkpKW6R.jpg,1920,1080,Rock,68,318,545,762

IMG_5636_MOV-72_jpg.rf.B3RmqqBmIM7eWwYvJGTB.jpg,1080,1920,Paper,60,787,383,1238
Screen Shot 2022-02-08 at 12-59-24 PM_png.rf.25nyDzqWbqt8uucMmrwL.png,2935,1570,Rock,365,657,662,968
zoom_tests_RockPaperScissors-mohamed_mp4-110_jpg.rf.2ZqY10UgDPmgKUfgcye8.jpg,1280,720,Paper,0,120,336,508

youtube-13_jpg.rf.3V7P0DDjuWggqmMOQoAk.jpg,1920,1080,Rock,1243,198,1719,614
youtube-13_jpg.rf.3V7P0DDjuWggqmMOQoAk.jpg,1920,1080,Rock,0,0,405,446

youtube-38_jpg.rf.RXqZAL1StdjZ9W0VT2Zd.jpg,1920,1080,Scissors,435,317,1442,754
IMG_7043_MOV-19_jpg.rf.dU1Q8LxJ5a3fERukDk0f.jpg,1080,1920,Scissors,328,938,1080,1920
egohands-public-1621214690313_png_jpg.rf.Tzf3438SRpkFOERsGQg3.jpg,640,480,Rock,170,297,276,383

youtube-89_jpg.rf.RkVeyxHL1PwTEJKZS6Wm.jpg,1920,1080,Rock,220,245,653,581
youtube-89_jpg.rf.RkVeyxHL1PwTEJKZS6Wm.jpg,1920,1080,Scissors,935,172,1667,496


IMG_7079_MOV-54_jpg.rf.SJVmKXQjF3QzyUXPGemh.jpg,720,1280,Paper,48,376,418,804
egohands-public-1620849837129_png_jpg.rf.uFjH6GIjQ8yiwYya0qKu.jpg,640,480,Scissors,322,175,603,438
egohands-public-1625679147485_png_jpg.rf.7x86eLeswoTWaQdnovJu.jpg,640,480,Paper,321,235,602,395
egohands-public-1625070645068_png_jpg.rf.32FtRl0Gdx5nH00c1VFK.jpg,640,480,Scissors,160,284,511,480


IMG_5567_mp4-171_jpg.rf.uH1RTmeKPkQh9ZourKzv.jpg,720,1280,Paper,372,779,640,873




IMG_7077_MOV-81_jpg.rf.uI07L1SiuIqXKxCeBdaT.jpg,1280,720,Scissors,207,333,576,488
IMG_7077_MOV-81_jpg.rf.uI07L1SiuIqXKxCeBdaT.jpg,1280,720,Scissors,680,367,912,501

egohands-public-1620850535822_png_jpg.rf.TuaRMVwtfO40h3ok3TIi.jpg,640,480,Paper,164,334,367,436
youtube-120_jpg.rf.NNwOGwXzAc82pI6DiLUP.jpg,1920,1080,Scissors,98,330,796,604
youtube-120_jpg.rf.NNwOGwXzAc82pI6DiLUP.jpg,1920,1080,Scissors,940,195,1674,519
IMG_5567_mp4-21_jpg.rf.3igaLmWOD3L4pwOq8Rtk.jpg,720,1280,Scissors,268,698,407,889


IMG_7043_MOV-9_jpg.rf.3jj5v76FD0YnK0za8gDs.jpg,1080,1920,Scissors,438,1130,1080,1920

egohands-public-1625151626896_png_jpg.rf.SOy22NOYwa3g5ZbWkbWi.jpg,640,480,Rock,236,262,407,413
IMG_7077_MOV-167_jpg.rf.diTkbQh2CA7KjH073kw1.jpg,1280,720,Scissors,508,343,781,493
IMG_7077_MOV-167_jpg.rf.diTkbQh2CA7KjH073kw1.jpg,1280,720,Scissors,202,368,473,532

egohands-public-1622748405009_png_jpg.rf.3bU370dJQqSZAlQNaox6.jpg,640,480,Paper,142,214,337,307
IMG_5636_MOV-53_jpg.rf.ShqezzcBQeYKJAY02bol.jpg,1080,1920,Rock,117,957,344,1250

Screen Shot 2022-02-08 at 1-01-02 PM_png.rf.8NbO3Mn9o6kof5FqAJX6.png,2933,1568,Rock,345,287,850,735
youtube-119_jpg.rf.8ehHltgxKNWV8n50rurZ.jpg,1920,1080,Rock,1168,185,1539,531
youtube-119_jpg.rf.8ehHltgxKNWV8n50rurZ.jpg,1920,1080,Rock,232,255,608,618
JWitt-RCP_mp4-8_jpg.rf.uMl714oMYB01WtdO3YPU.jpg,720,1280,Rock,311,70,720,638

egohands-public-1624546382511_png_jpg.rf.SWppURV6PLcClLS1EQUg.jpg,640,480,Rock,256,282,388,390


Screen Recording 2023-03-11 at 9_48_18 PM_mov-205_jpg.rf.dvKojpFEZOnAR8Hi9UJZ.jpg,990,554,Rock,450,246,483,288
Screen Recording 2023-03-11 at 9_48_18 PM_mov-205_jpg.rf.dvKojpFEZOnAR8Hi9UJZ.jpg,990,554,Rock,560,224,588,251
egohands-public-1628521086714_png_jpg.rf.UA3xEAmfp7F8Seqqi25s.jpg,416,416,Paper,215,255,416,355
IMG_7079_MOV-60_jpg.rf.4SmFWqBf2PW6tMnhPsFQ.jpg,720,1280,Paper,86,770,582,1280
IMG_5567_mp4-135_jpg.rf.4N7KwzeWEreEgJnWDUdr.jpg,720,1280,Rock,406,784,555,932

egohands-public-1624561279112_png_jpg.rf.uJRNFAxj6l6S5NTCCcKk.jpg,416,416,Scissors,228,181,415,328
youtube-36_jpg.rf.HrUDzub2SFnRYgTshrxC.jpg,1920,1080,Paper,368,65,1368,926

IMG_7077_MOV-32_jpg.rf.umaFtN5H4azTuvUBc3ID.jpg,1280,720,Scissors,223,307,571,495
IMG_7077_MOV-32_jpg.rf.umaFtN5H4azTuvUBc3ID.jpg,1280,720,Paper,596,393,903,454



egohands-public-1623941913075_png_jpg.rf.8sIp9tMrSnAKAilrkYrG.jpg,640,480,Paper,395,81,628,258
IMG_5567_mp4-113_jpg.rf.upWBsRM1nZLmj0drSvee.jpg,720,1280,Rock,316,786,455,926
0345_png.rf.eecgFUQe8pdnmwnLCZiK.png,1280,720,Paper,338,553,520,678


JWitt-RCP_mp4-2_jpg.rf.4gTjoYnFmZ4OaGmkpJcp.jpg,720,1280,Rock,1,455,410,928


IMG_7077_MOV-158_jpg.rf.TFr58tGI3H0DNwTNa1rI.jpg,1280,720,Rock,710,427,856,569


egohands-public-1620849830396_png_jpg.rf.UF2SQRZ92yKV4gzd2Nfm.jpg,640,480,Scissors,310,225,621,480


egohands-public-1624972124090_png_jpg.rf.41FOcFCUM7xWZem2KMvQ.jpg,640,480,Paper,153,365,448,443
egohands-public-1626201608534_png_jpg.rf.4bEtesf72CUIVTDslv74.jpg,640,480,Rock,155,244,574,474
egohands-public-1626201608534_png_jpg.rf.4bEtesf72CUIVTDslv74.jpg,640,480,Rock,122,264,400,469
youtube-86_jpg.rf.8qqUSMU6EEaYATSrw6Pc.jpg,1920,1080,Rock,790,300,1271,698

egohands-public-1625756311389_png_jpg.rf.uwfaMzXAspq9FV3nVoNI.jpg,640,480,Paper,369,144,621,279
IMG_7043_MOV-117_jpg.rf.T0O0QaN4DkXsjFVcCxNU.jpg,1080,1920,Paper,263,983,1080,1752


IMG_5636_MOV-49_jpg.rf.4AJxRCwQCfYRi4Rfqwl2.jpg,1080,1920,Scissors,313,1133,635,1630
JWitt-RCP_mp4-63_jpg.rf.8wqCIX1B4eerSoiJCeix.jpg,720,1280,Scissors,196,348,720,873
IMG_7077_MOV-98_jpg.rf.ahHlrYjusss6nnx95Qxa.jpg,1280,720,Rock,270,327,459,498
IMG_7077_MOV-98_jpg.rf.ahHlrYjusss6nnx95Qxa.jpg,1280,720,Rock,818,105,953,290

IMG_5567_mp4-71_jpg.rf.fPkYZLSUeHuQPMhpiE2h.jpg,720,1280,Paper,328,738,555,1003

JWitt-RCP_mp4-32_jpg.rf.4efLUuZlsYqjz4SRwTKa.jpg,720,1280,Rock,0,650,653,1280
egohands-public-1620852252484_png_jpg.rf.55gYZJbUm8AmYJ02T4UN.jpg,640,480,Paper,427,246,556,435
egohands-public-1624035525945_png_jpg.rf.9bKS8XvQqyM9FzTF4Pgt.jpg,640,480,Paper,304,111,611,325



egohands-public-1622730816813_png_jpg.rf.uS0K0h7w1dbPu0T3vE1W.jpg,640,480,Paper,76,44,295,256
IMG_7043_MOV-79_jpg.rf.S7OCdWGJcLzqQMfZaLzN.jpg,1080,1920,Rock,363,1057,846,1642
zoom_tests_RockPaperScissors-mohamed_mp4-229_jpg.rf.bQpNeeialXjFR3YkQNv5.jpg,1280,720,Scissors,737,277,1185,639
0301_png.rf.v5EhUJP1jzppTDJ014mI.png,1280,720,Scissors,425,346,560,457
0301_png.rf.v5EhUJP1jzppTDJ014mI.png,1280,720,Paper,682,505,909,572
20220216_222220_jpg.rf.5GgIGejc6R6SQPq2zBg3.jpg,1808,3216,Paper,592,1790,1404,2294

egohands-public-1620849857641_png_jpg.rf.MMNKtM7WyBaMDescTiYw.jpg,640,480,Scissors,94,144,298,332
egohands-public-1624972107897_png_jpg.rf.TdaIpPtecVgHhUQed1W0.jpg,640,480,Scissors,43,237,394,452
IMG_5636_MOV-51_jpg.rf.UBNUzk3nvmMoQJfoYxSI.jpg,1080,1920,Scissors,240,1043,489,1533

egohands-public-1622730832103_png_jpg.rf.fYM4PqnC0IxM2wfEaRIA.jpg,640,480,Scissors,388,18,634,198

IMG_5636_MOV-9_jpg.rf.fiYI3pU2dnxgAJel5cck.jpg,1080,1920,Scissors,16,917,403,1333
IMG_7079_MOV-135_jpg.rf.fkT35kIt5v7LwcAz1l9y.jpg,720,1280,Scissors,364,823,720,1280
youtube-125_jpg.rf.Na34myd76zHHBpenKmF6.jpg,1920,1080,Scissors,98,330,796,604
youtube-125_jpg.rf.Na34myd76zHHBpenKmF6.jpg,1920,1080,Scissors,940,195,1674,519
egohands-public-1623712845743_png_jpg.rf.aiYV3teYhRwP7WW765hR.jpg,640,480,Paper,157,342,336,425
youtube-32_jpg.rf.alFJ9eC3Q2NWOJqNHzAu.jpg,1920,1080,Scissors,435,317,1442,754
IMG_7043_MOV-91_jpg.rf.bXyc0j4NQJGAVBhTxZjQ.jpg,1080,1920,Rock,293,1143,764,1560

Screen-Shot-2021-05-12-at-3-28-58-PM_png_jpg.rf.5KvVRSJTtQML90TP53TV.jpg,3332,1870,Scissors,611,713,1097,1314
IMG_7079_MOV-125_jpg.rf.5yAD6txZPwnLEINFss9n.jpg,720,1280,Scissors,20,44,295,616
20220216_220920_jpg.rf.U4TYdtyGS57ezHtD0pDL.jpg,1808,3216,Scissors,79,1980,1159,2612
egohands-public-1620849873632_png_jpg.rf.5dDPylFgPU8xmldtWNw5.jpg,640,480,Paper,356,125,640,384
egohands-public-1625012668003_png_jpg.rf.5iwpozWxOgyl9oHpGiO4.jpg,640,480,Scissors,411,112,640,273
IMG_7077_MOV-0_jpg.rf.SNH8QAlq7kRQjEIiMlud.jpg,1280,720,Rock,677,343,856,529



20220216_220815_jpg.rf.fZtxbFxF2gd847sbn3Jr.jpg,1808,3216,Scissors,462,1935,1356,2685


egohands-public-1624563410409_png_jpg.rf.SXBSXNFJqG6uRCg6E5Gn.jpg,640,480,Scissors,394,205,638,344

IMG_5636_MOV-75_jpg.rf.N18EaFKb1br62tTGhSml.jpg,1080,1920,Paper,73,800,394,1245
egohands-public-1626386617103_png_jpg.rf.TwRCoMW7I9oQSq902aOo.jpg,640,480,Paper,282,336,603,455
egohands-public-1620850485364_png_jpg.rf.TtvoQiEN13ZooggNVDpp.jpg,640,480,Scissors,68,270,262,455
egohands-public-1624576229411_png_jpg.rf.fiMRAQCPWMLHsESRNjnd.jpg,640,480,Scissors,190,244,454,382

youtube-93_jpg.rf.5zBIgad08cmxQ9aAuwiz.jpg,1920,1080,Rock,222,246,657,576
youtube-93_jpg.rf.5zBIgad08cmxQ9aAuwiz.jpg,1920,1080,Scissors,936,222,1665,517





egohands-public-1622127403072_png_jpg.rf.4SZI989lxSjGddPFbhmb.jpg,416,416,Rock,101,204,221,344
0145_png.rf.9I8EBDh6V3vUFUf6ndnj.png,1280,720,Rock,885,372,976,506
0145_png.rf.9I8EBDh6V3vUFUf6ndnj.png,1280,720,Rock,487,333,594,460
IMG_7043_MOV-41_jpg.rf.9xaqT45WjfYWMJJfkvaz.jpg,1080,1920,Scissors,337,997,1080,1896
egohands-public-1624035531232_png_jpg.rf.avKQXRhcfZUU2uHz4rcM.jpg,640,480,Scissors,26,155,373,394
youtube-8_jpg.rf.Mxbh6zi8da0GEmmIEfe1.jpg,1920,1080,Rock,1225,340,1706,724
youtube-8_jpg.rf.Mxbh6zi8da0GEmmIEfe1.jpg,1920,1080,Scissors,48,260,912,777
Screen Recording 2023-03-11 at 9_48_18 PM_mov-236_jpg.rf.vKAL9hY6C5dd5Vy757LI.jpg,990,554,Rock,459,194,552,297
Screen Recording 2023-03-11 at 9_48_18 PM_mov-236_jpg.rf.vKAL9hY6C5dd5Vy757LI.jpg,990,554,Paper,401,298,618,425
0067_png.rf.gGkxn7qnBn3CjWyw5t5X.png,1280,720,Rock,915,293,992,404
0067_png.rf.gGkxn7qnBn3CjWyw5t5X.png,1280,720,Scissors,435,292,621,432

youtube-123_jpg.rf.UGIzcV4xIAlBIS4eJIIQ.jpg,1920,1080,Rock,1200,168,1566,513
youtube-123_jpg.rf.UGIzcV4xIAlBIS4eJIIQ.jpg,1920,1080,Rock,227,153,590,534

zoom_tests_RockPaperScissors-mohamed_mp4-92_jpg.rf.TL9clIjKq5Ia81hACqO9.jpg,1280,720,Rock,595,430,906,643
egohands-public-1623336372262_png_jpg.rf.9KhiCiAgDIAaC4SXICM1.jpg,640,480,Paper,133,228,387,311
egohands-public-1624298528652_png_jpg.rf.b2lholaVrarn15W6OLCI.jpg,416,416,Paper,76,263,287,332

egohands-public-1623336396470_png_jpg.rf.AHCS2RiquIquHnmzfQo6.jpg,640,480,Rock,280,291,462,436
zoom_tests_RockPaperScissors-mohamed_mp4-96_jpg.rf.gDu2fPkALuWDN5suLH1W.jpg,1280,720,Rock,927,173,1173,455
egohands-public-1620914952708_png_jpg.rf.5LxHnt9x9dGcxmwbfs0m.jpg,640,480,Scissors,84,55,252,221

20220216_221451_jpg.rf.6YEI4ND3gDItl1H3qeeQ.jpg,1808,3216,Scissors,262,1181,1463,2105
zoom_tests_RockPaperScissors-mohamed_mp4-193_jpg.rf.6U5T8sHzs3wQTmH2Yabs.jpg,1280,720,Scissors,315,343,593,679
IMG_7043_MOV-73_jpg.rf.5mvSNolIMHpYvrKNjd0l.jpg,1080,1920,Rock,380,803,987,1594
egohands-public-1620853695414_png_jpg.rf.UJhC3PrETfF1m4hilkRW.jpg,640,480,Paper,25,290,366,424
0118_png.rf.UR03vHECyQd1ZbDqE8E9.png,1280,720,Paper,513,458,716,590
0118_png.rf.UR03vHECyQd1ZbDqE8E9.png,1280,720,Scissors,762,478,933,623
IMG_7043_MOV-176_jpg.rf.gApkUPiaiOBriCKBDYIu.jpg,1080,1920,Rock,230,607,1051,1396

egohands-public-1622127393755_png_jpg.rf.ULFyFMbwhuuUrJfiMnJ9.jpg,640,480,Paper,21,123,373,322

IMG_7079_MOV-126_jpg.rf.byYv0RcL6FPGWqv7Bc86.jpg,720,1280,Scissors,0,0,269,494


egohands-public-1626808614829_png_jpg.rf.A4B9IEIYoTDEAteDAuAo.jpg,640,480,Scissors,282,264,635,470
IMG_7079_MOV-28_jpg.rf.BWYGisd6jlRcQREEwZiB.jpg,720,1280,Paper,98,350,696,955
egohands-public-1625756316102_png_jpg.rf.AwYzgXOs67v4wJ73hItz.jpg,640,480,Rock,134,195,314,338

IMG_7043_MOV-114_jpg.rf.AQMcBwpDSSiKPWsUqptg.jpg,1080,1920,Paper,227,1040,1080,1846






IMG_7077_MOV-46_jpg.rf.5CUElPYqP5mVOtI4nC95.jpg,1280,720,Rock,315,221,512,400
IMG_7077_MOV-46_jpg.rf.5CUElPYqP5mVOtI4nC95.jpg,1280,720,Scissors,628,311,889,458
egohands-public-1623941912166_png_jpg.rf.4kPLdviR4g3dYNKlDNcc.jpg,416,416,Paper,205,181,400,283

Screen Recording 2023-03-11 at 9_48_18 PM_mov-12_jpg.rf.5zlD7VfHOeM6URoJKcH9.jpg,990,554,Scissors,316,382,588,526
zoom_tests_RockPaperScissors-mohamed_mp4-201_jpg.rf.4nJiQS8EGXa6gkGlUNXA.jpg,1280,720,Scissors,427,273,901,720


zoom_tests_RockPaperScissors-mohamed_mp4-78_jpg.rf.4dCAFZbxHfSZLdernNRH.jpg,1280,720,Rock,802,527,1005,720
IMG_7043_MOV-26_jpg.rf.AUsDxSa4BgPq8dH5jCBM.jpg,1080,1920,Scissors,487,640,1080,1650

IMG_7077_MOV-13_jpg.rf.ubvIV3KNncX6NSwNtZNo.jpg,1280,720,Rock,218,100,391,303
IMG_7077_MOV-13_jpg.rf.ubvIV3KNncX6NSwNtZNo.jpg,1280,720,Rock,692,280,835,478


Photo on 2-16-22 at 10-20 AM -14_jpg.rf.SZEgppcaPLwyifgTJ9pd.jpg,2542,1694,Paper,1671,780,2481,1530
JWitt-RCP_mp4-39_jpg.rf.SlfrEhEg8IXZrEZJ906Q.jpg,720,1280,Scissors,172,370,720,1042
Screen Recording 2023-03-11 at 9_48_18 PM_mov-293_jpg.rf.btiFPEGR64nNbFB8ogA8.jpg,990,554,Rock,601,281,660,354
Screen Recording 2023-03-11 at 9_48_18 PM_mov-293_jpg.rf.btiFPEGR64nNbFB8ogA8.jpg,990,554,Rock,384,289,454,394
zoom_tests_RockPaperScissors-mohamed_mp4-218_jpg.rf.SsqcWLKlNcZ9qwgRpBmD.jpg,1280,720,Scissors,228,102,831,575

0194_png.rf.6Bnsim0HISUCHdccnAXx.png,1280,720,Rock,842,358,937,473
0194_png.rf.6Bnsim0HISUCHdccnAXx.png,1280,720,Scissors,498,523,662,631
IMG_7043_MOV-120_jpg.rf.67rxkUBc0euDvkRKOFYQ.jpg,1080,1920,Paper,217,1023,1080,1759
egohands-public-1623941905051_png_jpg.rf.9phKiKlYJBCkMEipCGR0.jpg,640,480,Rock,119,216,307,388



egohands-public-1621349886524_png_jpg.rf.UQhgyE1aGCDuwyfhb1K3.jpg,640,480,Scissors,334,326,562,479

20220216_222212_jpg.rf.0PfQ3fKTLIiZF9o4b7Ym.jpg,1808,3216,Paper,379,1820,1382,2217

egohands-public-1624298524238_png_jpg.rf.03r1OPp0roiJCLFaeFHm.jpg,640,480,Rock,49,143,294,321




IMG_5636_MOV-13_jpg.rf.bcgDrTJNmbvRK48taQ7J.jpg,1080,1920,Scissors,230,1103,615,1535
IMG_7043_MOV-185_jpg.rf.bCnc4m9HiDutuY7qiAVs.jpg,1080,1920,Rock,743,1147,1080,1786
egohands-public-1623712848147_png_jpg.rf.bFdrBjMw47EVZ7ucD573.jpg,640,480,Paper,298,188,454,264

Screen Recording 2023-03-11 at 9_48_18 PM_mov-215_jpg.rf.O0aiPinPB4oWrKH6mTsX.jpg,990,554,Paper,50,50,132,148
IMG_5567_mp4-13_jpg.rf.bksckLoryD8jt5rWTjKa.jpg,720,1280,Scissors,382,654,517,820
IMG_7079_MOV-133_jpg.rf.5q0ScgD5VPc75unnK3Hh.jpg,720,1280,Scissors,230,624,720,1042
Photo on 2-16-22 at 10-19 AM -7_jpg.rf.61I3Wi34cbl2IZGjDO0g.jpg,2542,1694,Rock,168,323,605,747

egohands-public-1623336377081_png_jpg.rf.udj0UHp91Smrkm4fDf5E.jpg,640,480,Rock,223,268,423,448
zoom_tests_RockPaperScissors-mohamed_mp4-81_jpg.rf.I4j7sZbt3nJEme24AsQP.jpg,1280,720,Rock,845,163,1107,516
zoom_tests_RockPaperScissors-mohamed_mp4-143_jpg.rf.IpupEfkN43zSRO395f9L.jpg,1280,720,Paper,415,438,780,720
egohands-public-1621349890675_png_jpg.rf.SuCgxMymKeJFfkdlzuzH.jpg,640,480,Scissors,369,197,592,318
IMG_5567_mp4-32_jpg.rf.knsNu79kxAIorTdcwY05.jpg,720,1280,Rock,296,842,456,1017

Screen Shot 2022-02-14 at 1-09-18 PM_png.rf.Hrjx7F1xPIe39K6nef9T.png,3024,1964,Rock,2088,771,2925,1448
Screen Shot 2022-02-08 at 1-01-07 PM_png.rf.TctRemhrKQjYP5hSgPE2.png,2945,1573,Scissors,5,367,970,901


egohands-public-1620849827096_png_jpg.rf.VyTLohK1znvnnry4I0Qu.jpg,640,480,Rock,22,210,201,429
youtube-115_jpg.rf.Ul0iu0M5Z4NnRJcFm6DI.jpg,1920,1080,Paper,98,403,811,580
youtube-115_jpg.rf.Ul0iu0M5Z4NnRJcFm6DI.jpg,1920,1080,Scissors,940,211,1679,531


IMG_7079_MOV-138_jpg.rf.vqkqE4gnGxVlmThfbBYr.jpg,720,1280,Scissors,194,174,720,922
0001_png.rf.0aeXi5yFdyBnJObGkmDc.png,1280,720,Rock,740,387,860,503
0001_png.rf.0aeXi5yFdyBnJObGkmDc.png,1280,720,Rock,517,515,632,626

Screen Recording 2023-03-11 at 9_48_18 PM_mov-218_jpg.rf.OIYYxkKh9WdjnhK6iaRL.jpg,990,554,Paper,219,192,451,256

egohands-public-1624298530518_png_jpg.rf.PBq2S58upVxBTQC28U1u.jpg,640,480,Paper,179,317,435,430
zoom_tests_RockPaperScissors-mohamed_mp4-117_jpg.rf.P2vTUMBINigkHxL9zfNP.jpg,1280,720,Paper,628,22,1209,489


zoom_tests_RockPaperScissors-mohamed_mp4-222_jpg.rf.5YMOaT2c8qNttsZB44xy.jpg,1280,720,Scissors,142,175,718,720


Screen Shot 2022-02-16 at 11-16-38 AM (2)_png.rf.5Y6EpwcLrrwLi0nLR800.png,3840,2160,Scissors,793,989,1303,1924

IMG_5567_mp4-63_jpg.rf.5w5q6jM6vaoL0eNS684Q.jpg,720,1280,Scissors,322,728,543,1048



Screen Recording 2023-03-11 at 9_48_18 PM_mov-298_jpg.rf.5Cfm75es2hItdf8ELs2K.jpg,990,554,Scissors,506,373,599,474
Screen Recording 2023-03-11 at 9_48_18 PM_mov-298_jpg.rf.5Cfm75es2hItdf8ELs2K.jpg,990,554,Paper,425,468,572,552
0033_png.rf.7GKbEkLWHwtyyk2hkD7Z.png,1280,720,Scissors,480,435,681,546
0033_png.rf.7GKbEkLWHwtyyk2hkD7Z.png,1280,720,Scissors,768,383,916,519
egohands-public-1626966070853_png_jpg.rf.6qIQvdUZvMveL3mB5mxQ.jpg,640,480,Rock,326,291,523,442
youtube-114_jpg.rf.7KvsBqHsDr18zAMFZBCE.jpg,1920,1080,Paper,13,155,852,842
youtube-114_jpg.rf.7KvsBqHsDr18zAMFZBCE.jpg,1920,1080,Paper,978,75,1630,714
egohands-public-1624377516624_png_jpg.rf.7VTqteLC2tk2DxnkD9kJ.jpg,640,480,Scissors,58,228,360,416
IMG_7077_MOV-36_jpg.rf.7Tc4nU0gePqLNBTpAGpv.jpg,1280,720,Paper,607,383,877,461
IMG_7077_MOV-36_jpg.rf.7Tc4nU0gePqLNBTpAGpv.jpg,1280,720,Scissors,337,299,680,480
IMG_7043_MOV-157_jpg.rf.5JPY0k2RaZwD9QkRQkHD.jpg,1080,1920,Paper,123,973,848,1544


Photo on 2-11-22 at 2-53 PM_jpg.rf.Ibaxx3RtRrhYVNULhuXz.jpg,1440,960,Scissors,396,508,624,814
egohands-public-1622127402076_png_jpg.rf.IF6L6M3sBBKwMXfEMgWR.jpg,640,480,Rock,86,97,287,276
youtube-39_jpg.rf.IHmMEeJKHpIka63ctg7e.jpg,1920,1080,Scissors,435,317,1442,754

zoom_tests_RockPaperScissors-mohamed_mp4-180_jpg.rf.ueNZlkveU2KuJ0quKYWX.jpg,1280,720,Scissors,668,95,1104,690


JWitt-RCP_mp4-52_jpg.rf.IrtHlnbvDFduuhW80Bon.jpg,720,1280,Scissors,83,38,523,831

IMG_5636_MOV-16_jpg.rf.IdEktzjHBEeIIBiBxNl4.jpg,1080,1920,Paper,153,1053,625,1349
Photo on 2-16-22 at 10-20 AM -7_jpg.rf.JKeFHyWz6grI5D2wtdEt.jpg,2542,1694,Scissors,308,957,674,1537
zoom_tests_RockPaperScissors-mohamed_mp4-178_jpg.rf.J5KXMVQ8fIDaztTcDzWM.jpg,1280,720,Scissors,480,235,939,720
youtube-121_jpg.rf.JOkpGC4FpgGpI8m2laa5.jpg,1920,1080,Paper,918,210,1568,758
youtube-121_jpg.rf.JOkpGC4FpgGpI8m2laa5.jpg,1920,1080,Scissors,165,415,883,796
IMG_7079_MOV-127_jpg.rf.KH5JEJFpXvX1JaaxvqBv.jpg,720,1280,Scissors,26,0,323,431

0168_png.rf.IrjK5rnJiwHZMj5HJBR3.png,1280,720,Rock,490,375,607,502
0168_png.rf.IrjK5rnJiwHZMj5HJBR3.png,1280,720,Rock,848,390,944,502
egohands-public-1625070646143_png_jpg.rf.uljYvsnoVEOvf7I8BRtc.jpg,416,416,Scissors,308,59,416,223
Photo on 2-16-22 at 10-20 AM -18_jpg.rf.SuKDcBF2e2kusNlLCdXD.jpg,2542,1694,Paper,298,660,1318,1119

IMG_7079_MOV-71_jpg.rf.T9WDjrSoVNcR6q1XjYwO.jpg,720,1280,Paper,310,366,720,980
